#   x       y(x)         y(x)^2         classical p(x)      V
 -6.470  0.81135229E-06  0.65829254E-12  0.00000000E+00   20.930450
 -6.460  0.85999704E-06  0.73959490E-12  0.00000000E+00   20.865800
 -6.450  0.91145735E-06  0.83075450E-12  0.00000000E+00   20.801250
 -6.440  0.96588994E-06  0.93294337E-12  0.00000000E+00   20.736800
 -6.430  0.10234598E-05  0.10474701E-11  0.00000000E+00   20.672450
 -6.420  0.10843409E-05  0.11757952E-11  0.00000000E+00   20.608200
 -6.410  0.11487161E-05  0.13195487E-11  0.00000000E+00   20.544050
 -6.400  0.12167782E-05  0.14805491E-11  0.00000000E+00   20.480000
 -6.390  0.12887300E-05  0.16608249E-11  0.00000000E+00   20.416050
 -6.380  0.13647850E-05  0.18626380E-11  0.00000000E+00   20.352200
 -6.370  0.14451679E-05  0.20885103E-11  0.00000000E+00   20.288450
 -6.360  0.15301153E-05  0.23412528E-11  0.00000000E+00   20.224800
 -6.350  0.16198759E-05  0.26239980E-11  0.00000000E+00   20.161250
 -6.340  0.17147115E-05  0.29402356E-11  0.00000000E+00   20.097800
 -6.330  0.18148974E-05  0.32938527E-11  0.00000000E+00   20.034450
 -6.320  0.19207233E-05  0.36891780E-11  0.00000000E+00   19.971200
 -6.310  0.20324936E-05  0.41310304E-11  0.00000000E+00   19.908050
 -6.300  0.21505287E-05  0.46247738E-11  0.00000000E+00   19.845000
 -6.290  0.22751652E-05  0.51763767E-11  0.00000000E+00   19.782050
 -6.280  0.24067570E-05  0.57924794E-11  0.00000000E+00   19.719200
 -6.270  0.25456762E-05  0.64804674E-11  0.00000000E+00   19.656450
 -6.260  0.26923137E-05  0.72485533E-11  0.00000000E+00   19.593800
 -6.250  0.28470805E-05  0.81058671E-11  0.00000000E+00   19.531250
 -6.240  0.30104080E-05  0.90625564E-11  0.00000000E+00   19.468800
 -6.230  0.31827499E-05  0.10129897E-10  0.00000000E+00   19.406450
 -6.220  0.33645825E-05  0.11320416E-10  0.00000000E+00   19.344200
 -6.210  0.35564061E-05  0.12648025E-10  0.00000000E+00   19.282050
 -6.200  0.37587461E-05  0.14128172E-10  0.00000000E+00   19.220000
 -6.190  0.39721541E-05  0.15778009E-10  0.00000000E+00   19.158050
 -6.180  0.41972094E-05  0.17616567E-10  0.00000000E+00   19.096200
 -6.170  0.44345198E-05  0.19664966E-10  0.00000000E+00   19.034450
 -6.160  0.46847235E-05  0.21946634E-10  0.00000000E+00   18.972800
 -6.150  0.49484901E-05  0.24487555E-10  0.00000000E+00   18.911250
 -6.140  0.52265225E-05  0.27316537E-10  0.00000000E+00   18.849800
 -6.130  0.55195577E-05  0.30465517E-10  0.00000000E+00   18.788450
 -6.120  0.58283693E-05  0.33969889E-10  0.00000000E+00   18.727200
 -6.110  0.61537684E-05  0.37868866E-10  0.00000000E+00   18.666050
 -6.100  0.64966060E-05  0.42205889E-10  0.00000000E+00   18.605000
 -6.090  0.68577740E-05  0.47029064E-10  0.00000000E+00   18.544050
 -6.080  0.72382080E-05  0.52391655E-10  0.00000000E+00   18.483200
 -6.070  0.76388886E-05  0.58352619E-10  0.00000000E+00   18.422450
 -6.060  0.80608438E-05  0.64977202E-10  0.00000000E+00   18.361800
 -6.050  0.85051507E-05  0.72337589E-10  0.00000000E+00   18.301250
 -6.040  0.89729386E-05  0.80513627E-10  0.00000000E+00   18.240800
 -6.030  0.94653902E-05  0.89593611E-10  0.00000000E+00   18.180450
 -6.020  0.99837448E-05  0.99675161E-10  0.00000000E+00   18.120200
 -6.010  0.10529301E-04  0.11086617E-09  0.00000000E+00   18.060050
 -6.000  0.11103418E-04  0.12328588E-09  0.00000000E+00   18.000000
 -5.990  0.11707519E-04  0.13706601E-09  0.00000000E+00   17.940050
 -5.980  0.12343097E-04  0.15235203E-09  0.00000000E+00   17.880200
 -5.970  0.13011711E-04  0.16930462E-09  0.00000000E+00   17.820450
 -5.960  0.13714996E-04  0.18810110E-09  0.00000000E+00   17.760800
 -5.950  0.14454661E-04  0.20893723E-09  0.00000000E+00   17.701250
 -5.940  0.15232498E-04  0.23202900E-09  0.00000000E+00   17.641800
 -5.930  0.16050378E-04  0.25761465E-09  0.00000000E+00   17.582450
 -5.920  0.16910262E-04  0.28595696E-09  0.00000000E+00   17.523200
 -5.910  0.17814198E-04  0.31734567E-09  0.00000000E+00   17.464050
 -5.900  0.18764332E-04  0.35210016E-09  0.00000000E+00   17.405000
 -5.890  0.19762905E-04  0.39057241E-09  0.00000000E+00   17.346050
 -5.880  0.20812262E-04  0.43315023E-09  0.00000000E+00   17.287200
 -5.870  0.21914854E-04  0.48026082E-09  0.00000000E+00   17.228450
 -5.860  0.23073244E-04  0.53237459E-09  0.00000000E+00   17.169800
 -5.850  0.24290111E-04  0.59000949E-09  0.00000000E+00   17.111250
 -5.840  0.25568254E-04  0.65373562E-09  0.00000000E+00   17.052800
 -5.830  0.26910599E-04  0.72418034E-09  0.00000000E+00   16.994450
 -5.820  0.28320202E-04  0.80203383E-09  0.00000000E+00   16.936200
 -5.810  0.29800255E-04  0.88805523E-09  0.00000000E+00   16.878050
 -5.800  0.31354095E-04  0.98307930E-09  0.00000000E+00   16.820000
 -5.790  0.32985205E-04  0.10880237E-08  0.00000000E+00   16.762050
 -5.780  0.34697220E-04  0.12038971E-08  0.00000000E+00   16.704200
 -5.770  0.36493941E-04  0.13318077E-08  0.00000000E+00   16.646450
 -5.760  0.38379329E-04  0.14729729E-08  0.00000000E+00   16.588800
 -5.750  0.40357525E-04  0.16287299E-08  0.00000000E+00   16.531250
 -5.740  0.42432847E-04  0.18005465E-08  0.00000000E+00   16.473800
 -5.730  0.44609802E-04  0.19900344E-08  0.00000000E+00   16.416450
 -5.720  0.46893092E-04  0.21989621E-08  0.00000000E+00   16.359200
 -5.710  0.49287622E-04  0.24292697E-08  0.00000000E+00   16.302050
 -5.700  0.51798510E-04  0.26830856E-08  0.00000000E+00   16.245000
 -5.690  0.54431091E-04  0.29627437E-08  0.00000000E+00   16.188050
 -5.680  0.57190931E-04  0.32708026E-08  0.00000000E+00   16.131200
 -5.670  0.60083831E-04  0.36100667E-08  0.00000000E+00   16.074450
 -5.660  0.63115840E-04  0.39836092E-08  0.00000000E+00   16.017800
 -5.650  0.66293262E-04  0.43947966E-08  0.00000000E+00   15.961250
 -5.640  0.69622668E-04  0.48473159E-08  0.00000000E+00   15.904800
 -5.630  0.73110904E-04  0.53452043E-08  0.00000000E+00   15.848450
 -5.620  0.76765104E-04  0.58928812E-08  0.00000000E+00   15.792200
 -5.610  0.80592699E-04  0.64951832E-08  0.00000000E+00   15.736050
 -5.600  0.84601430E-04  0.71574020E-08  0.00000000E+00   15.680000
 -5.590  0.88799358E-04  0.78853259E-08  0.00000000E+00   15.624050
 -5.580  0.93194875E-04  0.86852848E-08  0.00000000E+00   15.568200
 -5.570  0.97796723E-04  0.95641990E-08  0.00000000E+00   15.512450
 -5.560  0.10261400E-03  0.10529633E-07  0.00000000E+00   15.456800
 -5.550  0.10765617E-03  0.11589851E-07  0.00000000E+00   15.401250
 -5.540  0.11293309E-03  0.12753883E-07  0.00000000E+00   15.345800
 -5.530  0.11845502E-03  0.14031591E-07  0.00000000E+00   15.290450
 -5.520  0.12423262E-03  0.15433743E-07  0.00000000E+00   15.235200
 -5.510  0.13027698E-03  0.16972092E-07  0.00000000E+00   15.180050
 -5.500  0.13659966E-03  0.18659468E-07  0.00000000E+00   15.125000
 -5.490  0.14321266E-03  0.20509865E-07  0.00000000E+00   15.070050
 -5.480  0.15012844E-03  0.22538550E-07  0.00000000E+00   15.015200
 -5.470  0.15736000E-03  0.24762170E-07  0.00000000E+00   14.960450
 -5.460  0.16492081E-03  0.27198874E-07  0.00000000E+00   14.905800
 -5.450  0.17282490E-03  0.29868445E-07  0.00000000E+00   14.851250
 -5.440  0.18108682E-03  0.32792436E-07  0.00000000E+00   14.796800
 -5.430  0.18972171E-03  0.35994328E-07  0.00000000E+00   14.742450
 -5.420  0.19874530E-03  0.39499694E-07  0.00000000E+00   14.688200
 -5.410  0.20817391E-03  0.43336378E-07  0.00000000E+00   14.634050
 -5.400  0.21802451E-03  0.47534685E-07  0.00000000E+00   14.580000
 -5.390  0.22831469E-03  0.52127600E-07  0.00000000E+00   14.526050
 -5.380  0.23906276E-03  0.57151003E-07  0.00000000E+00   14.472200
 -5.370  0.25028768E-03  0.62643924E-07  0.00000000E+00   14.418450
 -5.360  0.26200916E-03  0.68648799E-07  0.00000000E+00   14.364800
 -5.350  0.27424763E-03  0.75211764E-07  0.00000000E+00   14.311250
 -5.340  0.28702432E-03  0.82382958E-07  0.00000000E+00   14.257800
 -5.330  0.30036121E-03  0.90216858E-07  0.00000000E+00   14.204450
 -5.320  0.31428115E-03  0.98772639E-07  0.00000000E+00   14.151200
 -5.310  0.32880779E-03  0.10811456E-06  0.00000000E+00   14.098050
 -5.300  0.34396570E-03  0.11831240E-06  0.00000000E+00   14.045000
 -5.290  0.35978031E-03  0.12944187E-06  0.00000000E+00   13.992050
 -5.280  0.37627801E-03  0.14158514E-06  0.00000000E+00   13.939200
 -5.270  0.39348615E-03  0.15483135E-06  0.00000000E+00   13.886450
 -5.260  0.41143306E-03  0.16927716E-06  0.00000000E+00   13.833800
 -5.250  0.43014811E-03  0.18502739E-06  0.00000000E+00   13.781250
 -5.240  0.44966171E-03  0.20219565E-06  0.00000000E+00   13.728800
 -5.230  0.47000537E-03  0.22090504E-06  0.00000000E+00   13.676450
 -5.220  0.49121172E-03  0.24128895E-06  0.00000000E+00   13.624200
 -5.210  0.51331455E-03  0.26349183E-06  0.00000000E+00   13.572050
 -5.200  0.53634886E-03  0.28767009E-06  0.00000000E+00   13.520000
 -5.190  0.56035083E-03  0.31399306E-06  0.00000000E+00   13.468050
 -5.180  0.58535797E-03  0.34264396E-06  0.00000000E+00   13.416200
 -5.170  0.61140906E-03  0.37382104E-06  0.00000000E+00   13.364450
 -5.160  0.63854422E-03  0.40773872E-06  0.00000000E+00   13.312800
 -5.150  0.66680497E-03  0.44462887E-06  0.00000000E+00   13.261250
 -5.140  0.69623426E-03  0.48474214E-06  0.00000000E+00   13.209800
 -5.130  0.72687648E-03  0.52834942E-06  0.00000000E+00   13.158450
 -5.120  0.75877756E-03  0.57574338E-06  0.00000000E+00   13.107200
 -5.110  0.79198495E-03  0.62724017E-06  0.00000000E+00   13.056050
 -5.100  0.82654774E-03  0.68318117E-06  0.00000000E+00   13.005000
 -5.090  0.86251663E-03  0.74393494E-06  0.00000000E+00   12.954050
 -5.080  0.89994401E-03  0.80989923E-06  0.00000000E+00   12.903200
 -5.070  0.93888403E-03  0.88150322E-06  0.00000000E+00   12.852450
 -5.060  0.97939259E-03  0.95920985E-06  0.00000000E+00   12.801800
 -5.050  0.10215275E-02  0.10435183E-05  0.00000000E+00   12.751250
 -5.040  0.10653483E-02  0.11349669E-05  0.00000000E+00   12.700800
 -5.030  0.11109166E-02  0.12341356E-05  0.00000000E+00   12.650450
 -5.020  0.11582959E-02  0.13416495E-05  0.00000000E+00   12.600200
 -5.010  0.12075520E-02  0.14581818E-05  0.00000000E+00   12.550050
 -5.000  0.12587523E-02  0.15844575E-05  0.00000000E+00   12.500000
 -4.990  0.13119669E-02  0.17212572E-05  0.00000000E+00   12.450050
 -4.980  0.13672677E-02  0.18694210E-05  0.00000000E+00   12.400200
 -4.970  0.14247290E-02  0.20298529E-05  0.00000000E+00   12.350450
 -4.960  0.14844275E-02  0.22035251E-05  0.00000000E+00   12.300800
 -4.950  0.15464422E-02  0.23914833E-05  0.00000000E+00   12.251250
 -4.940  0.16108544E-02  0.25948518E-05  0.00000000E+00   12.201800
 -4.930  0.16777481E-02  0.28148386E-05  0.00000000E+00   12.152450
 -4.920  0.17472098E-02  0.30527420E-05  0.00000000E+00   12.103200
 -4.910  0.18193286E-02  0.33099565E-05  0.00000000E+00   12.054050
 -4.900  0.18941963E-02  0.35879796E-05  0.00000000E+00   12.005000
 -4.890  0.19719074E-02  0.38884189E-05  0.00000000E+00   11.956050
 -4.880  0.20525593E-02  0.42129997E-05  0.00000000E+00   11.907200
 -4.870  0.21362522E-02  0.45635734E-05  0.00000000E+00   11.858450
 -4.860  0.22230892E-02  0.49421257E-05  0.00000000E+00   11.809800
 -4.850  0.23131766E-02  0.53507859E-05  0.00000000E+00   11.761250
 -4.840  0.24066235E-02  0.57918367E-05  0.00000000E+00   11.712800
 -4.830  0.25035424E-02  0.62677245E-05  0.00000000E+00   11.664450
 -4.820  0.26040489E-02  0.67810705E-05  0.00000000E+00   11.616200
 -4.810  0.27082618E-02  0.73346820E-05  0.00000000E+00   11.568050
 -4.800  0.28163034E-02  0.79315651E-05  0.00000000E+00   11.520000
 -4.790  0.29282995E-02  0.85749378E-05  0.00000000E+00   11.472050
 -4.780  0.30443790E-02  0.92682438E-05  0.00000000E+00   11.424200
 -4.770  0.31646749E-02  0.10015167E-04  0.00000000E+00   11.376450
 -4.760  0.32893234E-02  0.10819648E-04  0.00000000E+00   11.328800
 -4.750  0.34184647E-02  0.11685901E-04  0.00000000E+00   11.281250
 -4.740  0.35522425E-02  0.12618427E-04  0.00000000E+00   11.233800
 -4.730  0.36908047E-02  0.13622040E-04  0.00000000E+00   11.186450
 -4.720  0.38343030E-02  0.14701879E-04  0.00000000E+00   11.139200
 -4.710  0.39828929E-02  0.15863436E-04  0.00000000E+00   11.092050
 -4.700  0.41367342E-02  0.17112570E-04  0.00000000E+00   11.045000
 -4.690  0.42959909E-02  0.18455538E-04  0.00000000E+00   10.998050
 -4.680  0.44608310E-02  0.19899013E-04  0.00000000E+00   10.951200
 -4.670  0.46314271E-02  0.21450117E-04  0.00000000E+00   10.904450
 -4.660  0.48079558E-02  0.23116439E-04  0.00000000E+00   10.857800
 -4.650  0.49905986E-02  0.24906074E-04  0.00000000E+00   10.811250
 -4.640  0.51795411E-02  0.26827646E-04  0.00000000E+00   10.764800
 -4.630  0.53749738E-02  0.28890343E-04  0.00000000E+00   10.718450
 -4.620  0.55770916E-02  0.31103951E-04  0.00000000E+00   10.672200
 -4.610  0.57860945E-02  0.33478889E-04  0.00000000E+00   10.626050
 -4.600  0.60021869E-02  0.36026247E-04  0.00000000E+00   10.580000
 -4.590  0.62255784E-02  0.38757826E-04  0.00000000E+00   10.534050
 -4.580  0.64564834E-02  0.41686178E-04  0.00000000E+00   10.488200
 -4.570  0.66951214E-02  0.44824650E-04  0.00000000E+00   10.442450
 -4.560  0.69417169E-02  0.48187433E-04  0.00000000E+00   10.396800
 -4.550  0.71964996E-02  0.51789606E-04  0.00000000E+00   10.351250
 -4.540  0.74597044E-02  0.55647190E-04  0.00000000E+00   10.305800
 -4.530  0.77315717E-02  0.59777200E-04  0.00000000E+00   10.260450
 -4.520  0.80123468E-02  0.64197701E-04  0.00000000E+00   10.215200
 -4.510  0.83022808E-02  0.68927866E-04  0.00000000E+00   10.170050
 -4.500  0.86016301E-02  0.73988041E-04  0.00000000E+00   10.125000
 -4.490  0.89106568E-02  0.79399804E-04  0.00000000E+00   10.080050
 -4.480  0.92296283E-02  0.85186038E-04  0.00000000E+00   10.035200
 -4.470  0.95588178E-02  0.91370998E-04  0.00000000E+00    9.990450
 -4.460  0.98985043E-02  0.97980387E-04  0.00000000E+00    9.945800
 -4.450  0.10248972E-01  0.10504143E-03  0.00000000E+00    9.901250
 -4.440  0.10610512E-01  0.11258297E-03  0.00000000E+00    9.856800
 -4.430  0.10983420E-01  0.12063552E-03  0.00000000E+00    9.812450
 -4.420  0.11367999E-01  0.12923139E-03  0.00000000E+00    9.768200
 -4.410  0.11764555E-01  0.13840476E-03  0.00000000E+00    9.724050
 -4.400  0.12173404E-01  0.14819177E-03  0.00000000E+00    9.680000
 -4.390  0.12594865E-01  0.15863063E-03  0.00000000E+00    9.636050
 -4.380  0.13029264E-01  0.16976173E-03  0.00000000E+00    9.592200
 -4.370  0.13476933E-01  0.18162773E-03  0.00000000E+00    9.548450
 -4.360  0.13938211E-01  0.19427371E-03  0.00000000E+00    9.504800
 -4.350  0.14413440E-01  0.20774725E-03  0.00000000E+00    9.461250
 -4.340  0.14902971E-01  0.22209855E-03  0.00000000E+00    9.417800
 -4.330  0.15407161E-01  0.23738062E-03  0.00000000E+00    9.374450
 -4.320  0.15926372E-01  0.25364932E-03  0.00000000E+00    9.331200
 -4.310  0.16460972E-01  0.27096360E-03  0.00000000E+00    9.288050
 -4.300  0.17011336E-01  0.28938554E-03  0.00000000E+00    9.245000
 -4.290  0.17577843E-01  0.30898058E-03  0.00000000E+00    9.202050
 -4.280  0.18160882E-01  0.32981764E-03  0.00000000E+00    9.159200
 -4.270  0.18760845E-01  0.35196929E-03  0.00000000E+00    9.116450
 -4.260  0.19378129E-01  0.37551189E-03  0.00000000E+00    9.073800
 -4.250  0.20013140E-01  0.40052579E-03  0.00000000E+00    9.031250
 -4.240  0.20666289E-01  0.42709551E-03  0.00000000E+00    8.988800
 -4.230  0.21337992E-01  0.45530989E-03  0.00000000E+00    8.946450
 -4.220  0.22028671E-01  0.48526233E-03  0.00000000E+00    8.904200
 -4.210  0.22738754E-01  0.51705091E-03  0.00000000E+00    8.862050
 -4.200  0.23468674E-01  0.55077868E-03  0.00000000E+00    8.820000
 -4.190  0.24218873E-01  0.58655380E-03  0.00000000E+00    8.778050
 -4.180  0.24989794E-01  0.62448978E-03  0.00000000E+00    8.736200
 -4.170  0.25781887E-01  0.66470570E-03  0.00000000E+00    8.694450
 -4.160  0.26595609E-01  0.70732643E-03  0.00000000E+00    8.652800
 -4.150  0.27431421E-01  0.75248285E-03  0.00000000E+00    8.611250
 -4.140  0.28289789E-01  0.80031214E-03  0.00000000E+00    8.569800
 -4.130  0.29171183E-01  0.85095795E-03  0.00000000E+00    8.528450
 -4.120  0.30076082E-01  0.90457069E-03  0.00000000E+00    8.487200
 -4.110  0.31004964E-01  0.96130780E-03  0.00000000E+00    8.446050
 -4.100  0.31958316E-01  0.10213340E-02  0.00000000E+00    8.405000
 -4.090  0.32936628E-01  0.10848215E-02  0.00000000E+00    8.364050
 -4.080  0.33940395E-01  0.11519504E-02  0.00000000E+00    8.323200
 -4.070  0.34970113E-01  0.12229088E-02  0.00000000E+00    8.282450
 -4.060  0.36026287E-01  0.12978933E-02  0.00000000E+00    8.241800
 -4.050  0.37109421E-01  0.13771091E-02  0.00000000E+00    8.201250
 -4.040  0.38220026E-01  0.14607704E-02  0.00000000E+00    8.160800
 -4.030  0.39358614E-01  0.15491005E-02  0.00000000E+00    8.120450
 -4.020  0.40525702E-01  0.16423325E-02  0.00000000E+00    8.080200
 -4.010  0.41721808E-01  0.17407093E-02  0.00000000E+00    8.040050
 -4.000  0.42947454E-01  0.18444838E-02  0.00000000E+00    8.000000
 -3.990  0.44203163E-01  0.19539196E-02  0.00000000E+00    7.960050
 -3.980  0.45489461E-01  0.20692911E-02  0.00000000E+00    7.920200
 -3.970  0.46806876E-01  0.21908837E-02  0.00000000E+00    7.880450
 -3.960  0.48155937E-01  0.23189943E-02  0.00000000E+00    7.840800
 -3.950  0.49537174E-01  0.24539316E-02  0.00000000E+00    7.801250
 -3.940  0.50951117E-01  0.25960163E-02  0.00000000E+00    7.761800
 -3.930  0.52398299E-01  0.27455818E-02  0.00000000E+00    7.722450
 -3.920  0.53879252E-01  0.29029738E-02  0.00000000E+00    7.683200
 -3.910  0.55394506E-01  0.30685512E-02  0.00000000E+00    7.644050
 -3.900  0.56944592E-01  0.32426866E-02  0.00000000E+00    7.605000
 -3.890  0.58530041E-01  0.34257657E-02  0.00000000E+00    7.566050
 -3.880  0.60151381E-01  0.36181886E-02  0.00000000E+00    7.527200
 -3.870  0.61809139E-01  0.38203696E-02  0.00000000E+00    7.488450
 -3.860  0.63503839E-01  0.40327376E-02  0.00000000E+00    7.449800
 -3.850  0.65236004E-01  0.42557362E-02  0.00000000E+00    7.411250
 -3.840  0.67006152E-01  0.44898244E-02  0.00000000E+00    7.372800
 -3.830  0.68814799E-01  0.47354766E-02  0.00000000E+00    7.334450
 -3.820  0.70662456E-01  0.49931827E-02  0.00000000E+00    7.296200
 -3.810  0.72549630E-01  0.52634488E-02  0.00000000E+00    7.258050
 -3.800  0.74476822E-01  0.55467970E-02  0.00000000E+00    7.220000
 -3.790  0.76444529E-01  0.58437661E-02  0.00000000E+00    7.182050
 -3.780  0.78453242E-01  0.61549111E-02  0.00000000E+00    7.144200
 -3.770  0.80503443E-01  0.64808043E-02  0.00000000E+00    7.106450
 -3.760  0.82595609E-01  0.68220346E-02  0.00000000E+00    7.068800
 -3.750  0.84730208E-01  0.71792082E-02  0.00000000E+00    7.031250
 -3.740  0.86907702E-01  0.75529486E-02  0.00000000E+00    6.993800
 -3.730  0.89128540E-01  0.79438967E-02  0.00000000E+00    6.956450
 -3.720  0.91393166E-01  0.83527109E-02  0.00000000E+00    6.919200
 -3.710  0.93702011E-01  0.87800669E-02  0.00000000E+00    6.882050
 -3.700  0.96055495E-01  0.92266582E-02  0.00000000E+00    6.845000
 -3.690  0.98454029E-01  0.96931957E-02  0.00000000E+00    6.808050
 -3.680  0.10089801E+00  0.10180408E-01  0.00000000E+00    6.771200
 -3.670  0.10338782E+00  0.10689041E-01  0.00000000E+00    6.734450
 -3.660  0.10592383E+00  0.11219858E-01  0.00000000E+00    6.697800
 -3.650  0.10850640E+00  0.11773639E-01  0.00000000E+00    6.661250
 -3.640  0.11113587E+00  0.12351182E-01  0.00000000E+00    6.624800
 -3.630  0.11381257E+00  0.12953301E-01  0.00000000E+00    6.588450
 -3.620  0.11653681E+00  0.13580827E-01  0.00000000E+00    6.552200
 -3.610  0.11930887E+00  0.14234607E-01  0.00000000E+00    6.516050
 -3.600  0.12212904E+00  0.14915503E-01  0.00000000E+00    6.480000
 -3.590  0.12499757E+00  0.15624393E-01  0.00000000E+00    6.444050
 -3.580  0.12791470E+00  0.16362171E-01  0.00000000E+00    6.408200
 -3.570  0.13088065E+00  0.17129744E-01  0.00000000E+00    6.372450
 -3.560  0.13389561E+00  0.17928034E-01  0.00000000E+00    6.336800
 -3.550  0.13695975E+00  0.18757973E-01  0.00000000E+00    6.301250
 -3.540  0.14007323E+00  0.19620510E-01  0.00000000E+00    6.265800
 -3.530  0.14323618E+00  0.20516603E-01  0.00000000E+00    6.230450
 -3.520  0.14644870E+00  0.21447221E-01  0.00000000E+00    6.195200
 -3.510  0.14971087E+00  0.22413343E-01  0.00000000E+00    6.160050
 -3.500  0.15302274E+00  0.23415958E-01  0.00000000E+00    6.125000
 -3.490  0.15638434E+00  0.24456061E-01  0.00000000E+00    6.090050
 -3.480  0.15979567E+00  0.25534656E-01  0.00000000E+00    6.055200
 -3.470  0.16325670E+00  0.26652750E-01  0.00000000E+00    6.020450
 -3.460  0.16676737E+00  0.27811357E-01  0.00000000E+00    5.985800
 -3.450  0.17032760E+00  0.29011492E-01  0.00000000E+00    5.951250
 -3.440  0.17393726E+00  0.30254171E-01  0.00000000E+00    5.916800
 -3.430  0.17759621E+00  0.31540414E-01  0.00000000E+00    5.882450
 -3.420  0.18130426E+00  0.32871233E-01  0.00000000E+00    5.848200
 -3.410  0.18506119E+00  0.34247643E-01  0.00000000E+00    5.814050
 -3.400  0.18886675E+00  0.35670650E-01  0.00000000E+00    5.780000
 -3.390  0.19272066E+00  0.37141254E-01  0.00000000E+00    5.746050
 -3.380  0.19662260E+00  0.38660447E-01  0.00000000E+00    5.712200
 -3.370  0.20057220E+00  0.40229208E-01  0.00000000E+00    5.678450
 -3.360  0.20456907E+00  0.41848506E-01  0.00000000E+00    5.644800
 -3.350  0.20861278E+00  0.43519292E-01  0.00000000E+00    5.611250
 -3.340  0.21270285E+00  0.45242501E-01  0.00000000E+00    5.577800
 -3.330  0.21683876E+00  0.47019048E-01  0.00000000E+00    5.544450
 -3.320  0.22101997E+00  0.48849826E-01  0.00000000E+00    5.511200
 -3.310  0.22524587E+00  0.50735702E-01  0.00000000E+00    5.478050
 -3.300  0.22951583E+00  0.52677515E-01  0.00000000E+00    5.445000
 -3.290  0.23382916E+00  0.54676076E-01  0.00000000E+00    5.412050
 -3.280  0.23818514E+00  0.56732162E-01  0.00000000E+00    5.379200
 -3.270  0.24258300E+00  0.58846514E-01  0.00000000E+00    5.346450
 -3.260  0.24702193E+00  0.61019833E-01  0.00000000E+00    5.313800
 -3.250  0.25150105E+00  0.63252780E-01  0.00000000E+00    5.281250
 -3.240  0.25601947E+00  0.65545970E-01  0.00000000E+00    5.248800
 -3.230  0.26057623E+00  0.67899971E-01  0.00000000E+00    5.216450
 -3.220  0.26517032E+00  0.70315298E-01  0.00000000E+00    5.184200
 -3.210  0.26980069E+00  0.72792412E-01  0.00000000E+00    5.152050
 -3.200  0.27446624E+00  0.75331718E-01  0.00000000E+00    5.120000
 -3.190  0.27916582E+00  0.77933557E-01  0.00000000E+00    5.088050
 -3.180  0.28389823E+00  0.80598208E-01  0.00000000E+00    5.056200
 -3.170  0.28866222E+00  0.83325878E-01  0.00000000E+00    5.024450
 -3.160  0.29345648E+00  0.86116707E-01  0.00000000E+00    4.992800
 -3.150  0.29827966E+00  0.88970756E-01  0.00000000E+00    4.961250
 -3.140  0.30313035E+00  0.91888010E-01  0.00000000E+00    4.929800
 -3.130  0.30800710E+00  0.94868371E-01  0.00000000E+00    4.898450
 -3.120  0.31290838E+00  0.97911654E-01  0.00000000E+00    4.867200
 -3.110  0.31783264E+00  0.10101759E+00  0.00000000E+00    4.836050
 -3.100  0.32277826E+00  0.10418580E+00  0.00000000E+00    4.805000
 -3.090  0.32774356E+00  0.10741584E+00  0.00000000E+00    4.774050
 -3.080  0.33272682E+00  0.11070714E+00  0.00000000E+00    4.743200
 -3.070  0.33772626E+00  0.11405903E+00  0.00000000E+00    4.712450
 -3.060  0.34274005E+00  0.11747074E+00  0.00000000E+00    4.681800
 -3.050  0.34776629E+00  0.12094139E+00  0.00000000E+00    4.651250
 -3.040  0.35280305E+00  0.12446999E+00  0.00000000E+00    4.620800
 -3.030  0.35784833E+00  0.12805542E+00  0.00000000E+00    4.590450
 -3.020  0.36290007E+00  0.13169646E+00  0.00000000E+00    4.560200
 -3.010  0.36795619E+00  0.13539175E+00  0.00000000E+00    4.530050
 -3.000  0.37301451E+00  0.13913982E+00  0.46073360E+02    4.500000
 -2.990  0.37807283E+00  0.14293906E+00  0.10616788E+00    4.470050
 -2.980  0.38312888E+00  0.14678774E+00  0.75134872E-01    4.440200
 -2.970  0.38818034E+00  0.15068398E+00  0.61398752E-01    4.410450
 -2.960  0.39322485E+00  0.15462578E+00  0.53217480E-01    4.380800
 -2.950  0.39825997E+00  0.15861101E+00  0.47639150E-01    4.351250
 -2.940  0.40328325E+00  0.16263738E+00  0.43524990E-01    4.321800
 -2.930  0.40829215E+00  0.16670248E+00  0.40330275E-01    4.292450
 -2.920  0.41328409E+00  0.17080374E+00  0.37757369E-01    4.263200
 -2.910  0.41825646E+00  0.17493847E+00  0.35628095E-01    4.234050
 -2.900  0.42320658E+00  0.17910381E+00  0.33828411E-01    4.205000
 -2.890  0.42813172E+00  0.18329677E+00  0.32281494E-01    4.176050
 -2.880  0.43302912E+00  0.18751422E+00  0.30933448E-01    4.147200
 -2.870  0.43789597E+00  0.19175288E+00  0.29745201E-01    4.118450
 -2.860  0.44272939E+00  0.19600931E+00  0.28687639E-01    4.089800
 -2.850  0.44752649E+00  0.20027996E+00  0.27738571E-01    4.061250
 -2.840  0.45228431E+00  0.20456110E+00  0.26880741E-01    4.032800
 -2.830  0.45699987E+00  0.20884888E+00  0.26100505E-01    4.004450
 -2.820  0.46167014E+00  0.21313931E+00  0.25386914E-01    3.976200
 -2.810  0.46629203E+00  0.21742826E+00  0.24731063E-01    3.948050
