#   x       y(x)         y(x)^2         classical p(x)      V
 -2.800  0.47086245E+00  0.22171145E+00  0.24125630E-01    3.920000
 -2.790  0.47537824E+00  0.22598448E+00  0.23564527E-01    3.892050
 -2.780  0.47983624E+00  0.23024281E+00  0.23042649E-01    3.864200
 -2.770  0.48423321E+00  0.23448180E+00  0.22555676E-01    3.836450
 -2.760  0.48856592E+00  0.23869665E+00  0.22099925E-01    3.808800
 -2.750  0.49283108E+00  0.24288248E+00  0.21672237E-01    3.781250
 -2.740  0.49702540E+00  0.24703425E+00  0.21269881E-01    3.753800
 -2.730  0.50114554E+00  0.25114685E+00  0.20890483E-01    3.726450
 -2.720  0.50518815E+00  0.25521507E+00  0.20531971E-01    3.699200
 -2.710  0.50914984E+00  0.25923356E+00  0.20192525E-01    3.672050
 -2.700  0.51302723E+00  0.26319693E+00  0.19870538E-01    3.645000
 -2.690  0.51681688E+00  0.26709969E+00  0.19564588E-01    3.618050
 -2.680  0.52051537E+00  0.27093625E+00  0.19273408E-01    3.591200
 -2.670  0.52411925E+00  0.27470099E+00  0.18995870E-01    3.564450
 -2.660  0.52762506E+00  0.27838821E+00  0.18730959E-01    3.537800
 -2.650  0.53102934E+00  0.28199216E+00  0.18477765E-01    3.511250
 -2.640  0.53432860E+00  0.28550706E+00  0.18235467E-01    3.484800
 -2.630  0.53751938E+00  0.28892708E+00  0.18003321E-01    3.458450
 -2.620  0.54059818E+00  0.29224639E+00  0.17780654E-01    3.432200
 -2.610  0.54356153E+00  0.29545914E+00  0.17566853E-01    3.406050
 -2.600  0.54640596E+00  0.29855948E+00  0.17361358E-01    3.380000
 -2.590  0.54912800E+00  0.30154156E+00  0.17163658E-01    3.354050
 -2.580  0.55172418E+00  0.30439957E+00  0.16973287E-01    3.328200
 -2.570  0.55419106E+00  0.30712773E+00  0.16789813E-01    3.302450
 -2.560  0.55652520E+00  0.30972030E+00  0.16612843E-01    3.276800
 -2.550  0.55872320E+00  0.31217162E+00  0.16442011E-01    3.251250
 -2.540  0.56078166E+00  0.31447608E+00  0.16276982E-01    3.225800
 -2.530  0.56269722E+00  0.31662816E+00  0.16117445E-01    3.200450
 -2.520  0.56446652E+00  0.31862246E+00  0.15963111E-01    3.175200
 -2.510  0.56608627E+00  0.32045367E+00  0.15813713E-01    3.150050
 -2.500  0.56755318E+00  0.32211662E+00  0.15669002E-01    3.125000
 -2.490  0.56886402E+00  0.32360628E+00  0.15528748E-01    3.100050
 -2.480  0.57001559E+00  0.32491777E+00  0.15392733E-01    3.075200
 -2.470  0.57100473E+00  0.32604640E+00  0.15260758E-01    3.050450
 -2.460  0.57182833E+00  0.32698764E+00  0.15132633E-01    3.025800
 -2.450  0.57248334E+00  0.32773718E+00  0.15008182E-01    3.001250
 -2.440  0.57296675E+00  0.32829090E+00  0.14887242E-01    2.976800
 -2.430  0.57327562E+00  0.32864494E+00  0.14769655E-01    2.952450
 -2.420  0.57340706E+00  0.32879566E+00  0.14655278E-01    2.928200
 -2.410  0.57335825E+00  0.32873969E+00  0.14543973E-01    2.904050
 -2.400  0.57312644E+00  0.32847391E+00  0.14435612E-01    2.880000
 -2.390  0.57270893E+00  0.32799552E+00  0.14330073E-01    2.856050
 -2.380  0.57210314E+00  0.32730200E+00  0.14227242E-01    2.832200
 -2.370  0.57130652E+00  0.32639114E+00  0.14127011E-01    2.808450
 -2.360  0.57031663E+00  0.32526105E+00  0.14029278E-01    2.784800
 -2.350  0.56913110E+00  0.32391021E+00  0.13933946E-01    2.761250
 -2.340  0.56774767E+00  0.32233741E+00  0.13840925E-01    2.737800
 -2.330  0.56616414E+00  0.32054184E+00  0.13750127E-01    2.714450
 -2.320  0.56437845E+00  0.31852303E+00  0.13661470E-01    2.691200
 -2.310  0.56238859E+00  0.31628092E+00  0.13574877E-01    2.668050
 -2.300  0.56019268E+00  0.31381584E+00  0.13490273E-01    2.645000
 -2.290  0.55778896E+00  0.31112852E+00  0.13407589E-01    2.622050
 -2.280  0.55517574E+00  0.30822011E+00  0.13326757E-01    2.599200
 -2.270  0.55235148E+00  0.30509216E+00  0.13247715E-01    2.576450
 -2.260  0.54931473E+00  0.30174668E+00  0.13170400E-01    2.553800
 -2.250  0.54606418E+00  0.29818609E+00  0.13094756E-01    2.531250
 -2.240  0.54259863E+00  0.29441327E+00  0.13020728E-01    2.508800
 -2.230  0.53891700E+00  0.29043153E+00  0.12948263E-01    2.486450
 -2.220  0.53501835E+00  0.28624464E+00  0.12877310E-01    2.464200
 -2.210  0.53090188E+00  0.28185681E+00  0.12807822E-01    2.442050
 -2.200  0.52656691E+00  0.27727271E+00  0.12739754E-01    2.420000
 -2.190  0.52201290E+00  0.27249746E+00  0.12673061E-01    2.398050
 -2.180  0.51723944E+00  0.26753664E+00  0.12607701E-01    2.376200
 -2.170  0.51224630E+00  0.26239627E+00  0.12543634E-01    2.354450
 -2.160  0.50703336E+00  0.25708283E+00  0.12480823E-01    2.332800
 -2.150  0.50160067E+00  0.25160323E+00  0.12419229E-01    2.311250
 -2.140  0.49594841E+00  0.24596483E+00  0.12358818E-01    2.289800
 -2.130  0.49007694E+00  0.24017540E+00  0.12299555E-01    2.268450
 -2.120  0.48398675E+00  0.23424317E+00  0.12241408E-01    2.247200
 -2.110  0.47767851E+00  0.22817676E+00  0.12184347E-01    2.226050
 -2.100  0.47115304E+00  0.22198519E+00  0.12128340E-01    2.205000
 -2.090  0.46441133E+00  0.21567788E+00  0.12073359E-01    2.184050
 -2.080  0.45745452E+00  0.20926463E+00  0.12019376E-01    2.163200
 -2.070  0.45028392E+00  0.20275561E+00  0.11966365E-01    2.142450
 -2.060  0.44290103E+00  0.19616132E+00  0.11914300E-01    2.121800
 -2.050  0.43530749E+00  0.18949261E+00  0.11863155E-01    2.101250
 -2.040  0.42750513E+00  0.18276063E+00  0.11812908E-01    2.080800
 -2.030  0.41949593E+00  0.17597684E+00  0.11763535E-01    2.060450
 -2.020  0.41128208E+00  0.16915295E+00  0.11715014E-01    2.040200
 -2.010  0.40286590E+00  0.16230094E+00  0.11667324E-01    2.020050
 -2.000  0.39424993E+00  0.15543300E+00  0.11620444E-01    2.000000
 -1.990  0.38543684E+00  0.14856156E+00  0.11574354E-01    1.980050
 -1.980  0.37642951E+00  0.14169917E+00  0.11529035E-01    1.960200
 -1.970  0.36723098E+00  0.13485859E+00  0.11484468E-01    1.940450
 -1.960  0.35784448E+00  0.12805267E+00  0.11440637E-01    1.920800
 -1.950  0.34827340E+00  0.12129436E+00  0.11397523E-01    1.901250
 -1.940  0.33852133E+00  0.11459669E+00  0.11355109E-01    1.881800
 -1.930  0.32859200E+00  0.10797270E+00  0.11313380E-01    1.862450
 -1.920  0.31848935E+00  0.10143547E+00  0.11272319E-01    1.843200
 -1.910  0.30821749E+00  0.94998021E-01  0.11231913E-01    1.824050
 -1.900  0.29778068E+00  0.88673336E-01  0.11192145E-01    1.805000
 -1.890  0.28718339E+00  0.82474299E-01  0.11153002E-01    1.786050
 -1.880  0.27643023E+00  0.76413672E-01  0.11114471E-01    1.767200
 -1.870  0.26552600E+00  0.70504055E-01  0.11076537E-01    1.748450
 -1.860  0.25447566E+00  0.64757860E-01  0.11039188E-01    1.729800
 -1.850  0.24328434E+00  0.59187271E-01  0.11002412E-01    1.711250
 -1.840  0.23195735E+00  0.53804211E-01  0.10966197E-01    1.692800
 -1.830  0.22050014E+00  0.48620311E-01  0.10930530E-01    1.674450
 -1.820  0.20891833E+00  0.43646870E-01  0.10895400E-01    1.656200
 -1.810  0.19721772E+00  0.38894828E-01  0.10860797E-01    1.638050
 -1.800  0.18540423E+00  0.34374728E-01  0.10826709E-01    1.620000
 -1.790  0.17348396E+00  0.30096685E-01  0.10793126E-01    1.602050
 -1.780  0.16146316E+00  0.26070351E-01  0.10760039E-01    1.584200
 -1.770  0.14934820E+00  0.22304886E-01  0.10727437E-01    1.566450
 -1.760  0.13714564E+00  0.18808926E-01  0.10695310E-01    1.548800
 -1.750  0.12486214E+00  0.15590553E-01  0.10663650E-01    1.531250
 -1.740  0.11250451E+00  0.12657264E-01  0.10632448E-01    1.513800
 -1.730  0.10007970E+00  0.10015946E-01  0.10601694E-01    1.496450
 -1.720  0.87594780E-01  0.76728454E-02  0.10571381E-01    1.479200
 -1.710  0.75056950E-01  0.56335458E-02  0.10541500E-01    1.462050
 -1.700  0.62473527E-01  0.39029415E-02  0.10512042E-01    1.445000
 -1.690  0.49851941E-01  0.24852160E-02  0.10483001E-01    1.428050
 -1.680  0.37199735E-01  0.13838203E-02  0.10454369E-01    1.411200
 -1.670  0.24524557E-01  0.60145391E-03  0.10426138E-01    1.394450
 -1.660  0.11834155E-01  0.14004722E-03  0.10398300E-01    1.377800
 -1.650 -0.86362985E-03  0.74585652E-06  0.10370850E-01    1.361250
 -1.640 -0.13560865E-01  0.18389707E-03  0.10343780E-01    1.344800
 -1.630 -0.26249537E-01  0.68903820E-03  0.10317083E-01    1.328450
 -1.620 -0.38921552E-01  0.15148872E-02  0.10290754E-01    1.312200
 -1.610 -0.51568748E-01  0.26593357E-02  0.10264785E-01    1.296050
 -1.600 -0.64182893E-01  0.41194437E-02  0.10239171E-01    1.280000
 -1.590 -0.76755700E-01  0.58914375E-02  0.10213905E-01    1.264050
 -1.580 -0.89278828E-01  0.79707091E-02  0.10188982E-01    1.248200
 -1.570 -0.10174389E+00  0.10351819E-01  0.10164396E-01    1.232450
 -1.560 -0.11414246E+00  0.13028500E-01  0.10140142E-01    1.216800
 -1.550 -0.12646607E+00  0.15993667E-01  0.10116214E-01    1.201250
 -1.540 -0.13870625E+00  0.19239424E-01  0.10092607E-01    1.185800
 -1.530 -0.15085449E+00  0.22757076E-01  0.10069315E-01    1.170450
 -1.520 -0.16290227E+00  0.26537149E-01  0.10046335E-01    1.155200
 -1.510 -0.17484107E+00  0.30569401E-01  0.10023659E-01    1.140050
 -1.500 -0.18666239E+00  0.34842847E-01  0.10001285E-01    1.125000
 -1.490 -0.19835771E+00  0.39345780E-01  0.99792078E-02    1.110050
 -1.480 -0.20991855E+00  0.44065796E-01  0.99574219E-02    1.095200
 -1.470 -0.22133644E+00  0.48989820E-01  0.99359234E-02    1.080450
 -1.460 -0.23260296E+00  0.54104138E-01  0.99147078E-02    1.065800
 -1.450 -0.24370973E+00  0.59394432E-01  0.98937710E-02    1.051250
 -1.440 -0.25464840E+00  0.64845808E-01  0.98731089E-02    1.036800
 -1.430 -0.26541070E+00  0.70442839E-01  0.98527173E-02    1.022450
 -1.420 -0.27598841E+00  0.76169601E-01  0.98325923E-02    1.008200
 -1.410 -0.28637338E+00  0.82009715E-01  0.98127301E-02    0.994050
 -1.400 -0.29655756E+00  0.87946389E-01  0.97931269E-02    0.980000
 -1.390 -0.30653298E+00  0.93962466E-01  0.97737790E-02    0.966050
 -1.380 -0.31629174E+00  0.10004047E+00  0.97546827E-02    0.952200
 -1.370 -0.32582609E+00  0.10616264E+00  0.97358347E-02    0.938450
 -1.360 -0.33512836E+00  0.11231102E+00  0.97172313E-02    0.924800
 -1.350 -0.34419101E+00  0.11846745E+00  0.96988694E-02    0.911250
 -1.340 -0.35300663E+00  0.12461368E+00  0.96807455E-02    0.897800
 -1.330 -0.36156794E+00  0.13073137E+00  0.96628564E-02    0.884450
 -1.320 -0.36986781E+00  0.13680219E+00  0.96451991E-02    0.871200
 -1.310 -0.37789925E+00  0.14280784E+00  0.96277704E-02    0.858050
 -1.300 -0.38565545E+00  0.14873013E+00  0.96105673E-02    0.845000
 -1.290 -0.39312976E+00  0.15455101E+00  0.95935868E-02    0.832050
 -1.280 -0.40031568E+00  0.16025264E+00  0.95768261E-02    0.819200
 -1.270 -0.40720692E+00  0.16581748E+00  0.95602824E-02    0.806450
 -1.260 -0.41379737E+00  0.17122826E+00  0.95439529E-02    0.793800
 -1.250 -0.42008111E+00  0.17646814E+00  0.95278349E-02    0.781250
 -1.240 -0.42605244E+00  0.18152068E+00  0.95119257E-02    0.768800
 -1.230 -0.43170585E+00  0.18636994E+00  0.94962228E-02    0.756450
 -1.220 -0.43703605E+00  0.19100051E+00  0.94807236E-02    0.744200
 -1.210 -0.44203799E+00  0.19539758E+00  0.94654256E-02    0.732050
 -1.200 -0.44670683E+00  0.19954699E+00  0.94503265E-02    0.720000
 -1.190 -0.45103798E+00  0.20343526E+00  0.94354238E-02    0.708050
 -1.180 -0.45502709E+00  0.20704965E+00  0.94207152E-02    0.696200
 -1.170 -0.45867005E+00  0.21037822E+00  0.94061985E-02    0.684450
 -1.160 -0.46196302E+00  0.21340984E+00  0.93918713E-02    0.672800
 -1.150 -0.46490241E+00  0.21613425E+00  0.93777316E-02    0.661250
 -1.140 -0.46748489E+00  0.21854213E+00  0.93637771E-02    0.649800
 -1.130 -0.46970742E+00  0.22062506E+00  0.93500059E-02    0.638450
 -1.120 -0.47156720E+00  0.22237563E+00  0.93364157E-02    0.627200
 -1.110 -0.47306175E+00  0.22378742E+00  0.93230046E-02    0.616050
 -1.100 -0.47418886E+00  0.22485508E+00  0.93097707E-02    0.605000
 -1.090 -0.47494660E+00  0.22557427E+00  0.92967119E-02    0.594050
 -1.080 -0.47533334E+00  0.22594178E+00  0.92838265E-02    0.583200
 -1.070 -0.47534775E+00  0.22595548E+00  0.92711125E-02    0.572450
 -1.060 -0.47498879E+00  0.22561435E+00  0.92585682E-02    0.561800
 -1.050 -0.47425573E+00  0.22491850E+00  0.92461917E-02    0.551250
 -1.040 -0.47314816E+00  0.22386919E+00  0.92339814E-02    0.540800
 -1.030 -0.47166596E+00  0.22246878E+00  0.92219354E-02    0.530450
 -1.020 -0.46980933E+00  0.22072080E+00  0.92100522E-02    0.520200
 -1.010 -0.46757877E+00  0.21862990E+00  0.91983300E-02    0.510050
 -1.000 -0.46497511E+00  0.21620185E+00  0.91867674E-02    0.500000
 -0.990 -0.46199950E+00  0.21344354E+00  0.91753626E-02    0.490050
 -0.980 -0.45865340E+00  0.21036294E+00  0.91641142E-02    0.480200
 -0.970 -0.45493858E+00  0.20696912E+00  0.91530206E-02    0.470450
 -0.960 -0.45085716E+00  0.20327218E+00  0.91420804E-02    0.460800
 -0.950 -0.44641154E+00  0.19928326E+00  0.91312921E-02    0.451250
 -0.940 -0.44160446E+00  0.19501450E+00  0.91206542E-02    0.441800
 -0.930 -0.43643899E+00  0.19047899E+00  0.91101655E-02    0.432450
 -0.920 -0.43091849E+00  0.18569075E+00  0.90998244E-02    0.423200
 -0.910 -0.42504667E+00  0.18066467E+00  0.90896297E-02    0.414050
 -0.900 -0.41882753E+00  0.17541650E+00  0.90795800E-02    0.405000
 -0.890 -0.41226540E+00  0.16996276E+00  0.90696741E-02    0.396050
 -0.880 -0.40536490E+00  0.16432071E+00  0.90599107E-02    0.387200
 -0.870 -0.39813100E+00  0.15850829E+00  0.90502886E-02    0.378450
 -0.860 -0.39056894E+00  0.15254410E+00  0.90408065E-02    0.369800
 -0.850 -0.38268428E+00  0.14644726E+00  0.90314632E-02    0.361250
 -0.840 -0.37448288E+00  0.14023743E+00  0.90222576E-02    0.352800
 -0.830 -0.36597089E+00  0.13393469E+00  0.90131886E-02    0.344450
 -0.820 -0.35715476E+00  0.12755952E+00  0.90042550E-02    0.336200
 -0.810 -0.34804123E+00  0.12113270E+00  0.89954557E-02    0.328050
 -0.800 -0.33863732E+00  0.11467524E+00  0.89867896E-02    0.320000
 -0.790 -0.32895034E+00  0.10820833E+00  0.89782557E-02    0.312050
 -0.780 -0.31898785E+00  0.10175325E+00  0.89698530E-02    0.304200
 -0.770 -0.30875770E+00  0.95331319E-01  0.89615804E-02    0.296450
 -0.760 -0.29826800E+00  0.88963800E-01  0.89534370E-02    0.288800
 -0.750 -0.28752710E+00  0.82671836E-01  0.89454217E-02    0.281250
 -0.740 -0.27654363E+00  0.76476379E-01  0.89375337E-02    0.273800
 -0.730 -0.26532643E+00  0.70398113E-01  0.89297720E-02    0.266450
 -0.720 -0.25388459E+00  0.64457385E-01  0.89221356E-02    0.259200
 -0.710 -0.24222744E+00  0.58674130E-01  0.89146237E-02    0.252050
 -0.700 -0.23036451E+00  0.53067805E-01  0.89072355E-02    0.245000
 -0.690 -0.21830555E+00  0.47657314E-01  0.88999699E-02    0.238050
 -0.680 -0.20606053E+00  0.42460944E-01  0.88928263E-02    0.231200
 -0.670 -0.19363961E+00  0.37496297E-01  0.88858038E-02    0.224450
 -0.660 -0.18105311E+00  0.32780228E-01  0.88789016E-02    0.217800
 -0.650 -0.16831156E+00  0.28328782E-01  0.88721188E-02    0.211250
 -0.640 -0.15542566E+00  0.24157137E-01  0.88654548E-02    0.204800
 -0.630 -0.14240626E+00  0.20279543E-01  0.88589087E-02    0.198450
 -0.620 -0.12926435E+00  0.16709273E-01  0.88524799E-02    0.192200
 -0.610 -0.11601109E+00  0.13458573E-01  0.88461676E-02    0.186050
 -0.600 -0.10265774E+00  0.10538612E-01  0.88399710E-02    0.180000
 -0.590 -0.89215708E-01  0.79594425E-02  0.88338896E-02    0.174050
 -0.580 -0.75696493E-01  0.57299591E-02  0.88279226E-02    0.168200
 -0.570 -0.62111706E-01  0.38578640E-02  0.88220694E-02    0.162450
 -0.560 -0.48473043E-01  0.23496359E-02  0.88163292E-02    0.156800
 -0.550 -0.34792279E-01  0.12105027E-02  0.88107016E-02    0.151250
 -0.540 -0.21081260E-01  0.44441954E-03  0.88051859E-02    0.145800
 -0.530 -0.73518867E-02  0.54050237E-04  0.87997814E-02    0.140450
 -0.520  0.63838943E-02  0.40754106E-04  0.87944876E-02    0.135200
 -0.510  0.20114100E-01  0.40457703E-03  0.87893039E-02    0.130050
 -0.500  0.33826726E-01  0.11442474E-02  0.87842298E-02    0.125000
 -0.490  0.47509753E-01  0.22571766E-02  0.87792646E-02    0.120050
 -0.480  0.61151163E-01  0.37394647E-02  0.87744079E-02    0.115200
 -0.470  0.74738948E-01  0.55859103E-02  0.87696592E-02    0.110450
 -0.460  0.88261121E-01  0.77900255E-02  0.87650179E-02    0.105800
 -0.450  0.10170573E+00  0.10344056E-01  0.87604835E-02    0.101250
 -0.440  0.11506087E+00  0.13239004E-01  0.87560556E-02    0.096800
 -0.430  0.12831469E+00  0.16464659E-01  0.87517336E-02    0.092450
 -0.420  0.14145540E+00  0.20009630E-01  0.87475172E-02    0.088200
 -0.410  0.15447131E+00  0.23861384E-01  0.87434059E-02    0.084050
 -0.400  0.16735079E+00  0.28006288E-01  0.87393993E-02    0.080000
 -0.390  0.18008235E+00  0.32429654E-01  0.87354968E-02    0.076050
 -0.380  0.19265459E+00  0.37115790E-01  0.87316982E-02    0.072200
 -0.370  0.20505622E+00  0.42048055E-01  0.87280030E-02    0.068450
 -0.360  0.21727613E+00  0.47208917E-01  0.87244109E-02    0.064800
 -0.350  0.22930332E+00  0.52580012E-01  0.87209214E-02    0.061250
 -0.340  0.24112696E+00  0.58142209E-01  0.87175342E-02    0.057800
 -0.330  0.25273638E+00  0.63875679E-01  0.87142490E-02    0.054450
 -0.320  0.26412111E+00  0.69759962E-01  0.87110654E-02    0.051200
 -0.310  0.27527086E+00  0.75774044E-01  0.87079831E-02    0.048050
 -0.300  0.28617552E+00  0.81896427E-01  0.87050017E-02    0.045000
 -0.290  0.29682522E+00  0.88105209E-01  0.87021210E-02    0.042050
 -0.280  0.30721029E+00  0.94378160E-01  0.86993407E-02    0.039200
 -0.270  0.31732130E+00  0.10069281E+00  0.86966604E-02    0.036450
 -0.260  0.32714905E+00  0.10702650E+00  0.86940800E-02    0.033800
 -0.250  0.33668461E+00  0.11335652E+00  0.86915991E-02    0.031250
 -0.240  0.34591927E+00  0.11966014E+00  0.86892175E-02    0.028800
 -0.230  0.35484462E+00  0.12591471E+00  0.86869349E-02    0.026450
 -0.220  0.36345251E+00  0.13209773E+00  0.86847512E-02    0.024200
 -0.210  0.37173508E+00  0.13818697E+00  0.86826660E-02    0.022050
 -0.200  0.37968475E+00  0.14416051E+00  0.86806792E-02    0.020000
 -0.190  0.38729425E+00  0.14999684E+00  0.86787906E-02    0.018050
 -0.180  0.39455661E+00  0.15567492E+00  0.86770000E-02    0.016200
 -0.170  0.40146518E+00  0.16117429E+00  0.86753072E-02    0.014450
 -0.160  0.40801361E+00  0.16647510E+00  0.86737121E-02    0.012800
 -0.150  0.41419590E+00  0.17155824E+00  0.86722144E-02    0.011250
 -0.140  0.42000637E+00  0.17640535E+00  0.86708140E-02    0.009800
 -0.130  0.42543970E+00  0.18099893E+00  0.86695109E-02    0.008450
 -0.120  0.43049087E+00  0.18532239E+00  0.86683048E-02    0.007200
 -0.110  0.43515525E+00  0.18936009E+00  0.86671956E-02    0.006050
 -0.100  0.43942855E+00  0.19309745E+00  0.86661832E-02    0.005000
 -0.090  0.44330683E+00  0.19652095E+00  0.86652676E-02    0.004050
 -0.080  0.44678653E+00  0.19961820E+00  0.86644486E-02    0.003200
 -0.070  0.44986443E+00  0.20237801E+00  0.86637261E-02    0.002450
 -0.060  0.45253771E+00  0.20479038E+00  0.86631001E-02    0.001800
 -0.050  0.45480390E+00  0.20684658E+00  0.86625706E-02    0.001250
 -0.040  0.45666091E+00  0.20853918E+00  0.86621373E-02    0.000800
 -0.030  0.45810702E+00  0.20986205E+00  0.86618004E-02    0.000450
 -0.020  0.45914092E+00  0.21081038E+00  0.86615598E-02    0.000200
 -0.010  0.45976164E+00  0.21138077E+00  0.86614155E-02    0.000050
  0.000  0.45996861E+00  0.21157112E+00  0.86613673E-02    0.000000
  0.010  0.45976164E+00  0.21138077E+00  0.86614155E-02    0.000050
  0.020  0.45914092E+00  0.21081038E+00  0.86615598E-02    0.000200
  0.030  0.45810702E+00  0.20986205E+00  0.86618004E-02    0.000450
  0.040  0.45666091E+00  0.20853918E+00  0.86621373E-02    0.000800
  0.050  0.45480390E+00  0.20684658E+00  0.86625706E-02    0.001250
  0.060  0.45253771E+00  0.20479038E+00  0.86631001E-02    0.001800
  0.070  0.44986443E+00  0.20237801E+00  0.86637261E-02    0.002450
  0.080  0.44678653E+00  0.19961820E+00  0.86644486E-02    0.003200
  0.090  0.44330683E+00  0.19652095E+00  0.86652676E-02    0.004050
  0.100  0.43942855E+00  0.19309745E+00  0.86661832E-02    0.005000
  0.110  0.43515525E+00  0.18936009E+00  0.86671956E-02    0.006050
  0.120  0.43049087E+00  0.18532239E+00  0.86683048E-02    0.007200
  0.130  0.42543970E+00  0.18099893E+00  0.86695109E-02    0.008450
  0.140  0.42000637E+00  0.17640535E+00  0.86708140E-02    0.009800
  0.150  0.41419590E+00  0.17155824E+00  0.86722144E-02    0.011250
  0.160  0.40801361E+00  0.16647510E+00  0.86737121E-02    0.012800
  0.170  0.40146518E+00  0.16117429E+00  0.86753072E-02    0.014450
  0.180  0.39455661E+00  0.15567492E+00  0.86770000E-02    0.016200
  0.190  0.38729425E+00  0.14999684E+00  0.86787906E-02    0.018050
  0.200  0.37968475E+00  0.14416051E+00  0.86806792E-02    0.020000
  0.210  0.37173508E+00  0.13818697E+00  0.86826660E-02    0.022050
  0.220  0.36345251E+00  0.13209773E+00  0.86847512E-02    0.024200
  0.230  0.35484462E+00  0.12591471E+00  0.86869349E-02    0.026450
  0.240  0.34591927E+00  0.11966014E+00  0.86892175E-02    0.028800
  0.250  0.33668461E+00  0.11335652E+00  0.86915991E-02    0.031250
  0.260  0.32714905E+00  0.10702650E+00  0.86940800E-02    0.033800
  0.270  0.31732130E+00  0.10069281E+00  0.86966604E-02    0.036450
  0.280  0.30721029E+00  0.94378160E-01  0.86993407E-02    0.039200
  0.290  0.29682522E+00  0.88105209E-01  0.87021210E-02    0.042050
  0.300  0.28617552E+00  0.81896427E-01  0.87050017E-02    0.045000
  0.310  0.27527086E+00  0.75774044E-01  0.87079831E-02    0.048050
  0.320  0.26412111E+00  0.69759962E-01  0.87110654E-02    0.051200
  0.330  0.25273638E+00  0.63875679E-01  0.87142490E-02    0.054450
  0.340  0.24112696E+00  0.58142209E-01  0.87175342E-02    0.057800
  0.350  0.22930332E+00  0.52580012E-01  0.87209214E-02    0.061250
  0.360  0.21727613E+00  0.47208917E-01  0.87244109E-02    0.064800
  0.370  0.20505622E+00  0.42048055E-01  0.87280030E-02    0.068450
  0.380  0.19265459E+00  0.37115790E-01  0.87316982E-02    0.072200
  0.390  0.18008235E+00  0.32429654E-01  0.87354968E-02    0.076050
  0.400  0.16735079E+00  0.28006288E-01  0.87393993E-02    0.080000
  0.410  0.15447131E+00  0.23861384E-01  0.87434059E-02    0.084050
  0.420  0.14145540E+00  0.20009630E-01  0.87475172E-02    0.088200
  0.430  0.12831469E+00  0.16464659E-01  0.87517336E-02    0.092450
  0.440  0.11506087E+00  0.13239004E-01  0.87560556E-02    0.096800
  0.450  0.10170573E+00  0.10344056E-01  0.87604835E-02    0.101250
  0.460  0.88261121E-01  0.77900255E-02  0.87650179E-02    0.105800
  0.470  0.74738948E-01  0.55859103E-02  0.87696592E-02    0.110450
  0.480  0.61151163E-01  0.37394647E-02  0.87744079E-02    0.115200
  0.490  0.47509753E-01  0.22571766E-02  0.87792646E-02    0.120050
  0.500  0.33826726E-01  0.11442474E-02  0.87842298E-02    0.125000
  0.510  0.20114100E-01  0.40457703E-03  0.87893039E-02    0.130050
  0.520  0.63838943E-02  0.40754106E-04  0.87944876E-02    0.135200
  0.530 -0.73518867E-02  0.54050237E-04  0.87997814E-02    0.140450
  0.540 -0.21081260E-01  0.44441954E-03  0.88051859E-02    0.145800
  0.550 -0.34792279E-01  0.12105027E-02  0.88107016E-02    0.151250
  0.560 -0.48473043E-01  0.23496359E-02  0.88163292E-02    0.156800
  0.570 -0.62111706E-01  0.38578640E-02  0.88220694E-02    0.162450
  0.580 -0.75696493E-01  0.57299591E-02  0.88279226E-02    0.168200
  0.590 -0.89215708E-01  0.79594425E-02  0.88338896E-02    0.174050
  0.600 -0.10265774E+00  0.10538612E-01  0.88399710E-02    0.180000
  0.610 -0.11601109E+00  0.13458573E-01  0.88461676E-02    0.186050
  0.620 -0.12926435E+00  0.16709273E-01  0.88524799E-02    0.192200
  0.630 -0.14240626E+00  0.20279543E-01  0.88589087E-02    0.198450
  0.640 -0.15542566E+00  0.24157137E-01  0.88654548E-02    0.204800
  0.650 -0.16831156E+00  0.28328782E-01  0.88721188E-02    0.211250
  0.660 -0.18105311E+00  0.32780228E-01  0.88789016E-02    0.217800
  0.670 -0.19363961E+00  0.37496297E-01  0.88858038E-02    0.224450
  0.680 -0.20606053E+00  0.42460944E-01  0.88928263E-02    0.231200
  0.690 -0.21830555E+00  0.47657314E-01  0.88999699E-02    0.238050
  0.700 -0.23036451E+00  0.53067805E-01  0.89072355E-02    0.245000
  0.710 -0.24222744E+00  0.58674130E-01  0.89146237E-02    0.252050
  0.720 -0.25388459E+00  0.64457385E-01  0.89221356E-02    0.259200
  0.730 -0.26532643E+00  0.70398113E-01  0.89297720E-02    0.266450
  0.740 -0.27654363E+00  0.76476379E-01  0.89375337E-02    0.273800
  0.750 -0.28752710E+00  0.82671836E-01  0.89454217E-02    0.281250
  0.760 -0.29826800E+00  0.88963800E-01  0.89534370E-02    0.288800
  0.770 -0.30875770E+00  0.95331319E-01  0.89615804E-02    0.296450
  0.780 -0.31898785E+00  0.10175325E+00  0.89698530E-02    0.304200
  0.790 -0.32895034E+00  0.10820833E+00  0.89782557E-02    0.312050
  0.800 -0.33863732E+00  0.11467524E+00  0.89867896E-02    0.320000
  0.810 -0.34804123E+00  0.12113270E+00  0.89954557E-02    0.328050
  0.820 -0.35715476E+00  0.12755952E+00  0.90042550E-02    0.336200
  0.830 -0.36597089E+00  0.13393469E+00  0.90131886E-02    0.344450
  0.840 -0.37448288E+00  0.14023743E+00  0.90222576E-02    0.352800
  0.850 -0.38268428E+00  0.14644726E+00  0.90314632E-02    0.361250
